school_type_enc,subject_category_enc,total_students,teacher_count,past_avg_score,past_pass_rate,submission_rate,marks_deadline_set,days_to_exam,years_of_history,predicted_avg_score
3,1,136,10,55.67,0.604,0.7408,1,57,2,63.59
3,3,278,15,59.02,0.6378,0.5989,1,153,6,58.79
3,1,130,5,54.1,0.5405,0.6594,1,65,7,54.1
4,2,348,15,76.52,0.6824,0.5812,0,310,7,64.82
3,2,40,2,68.24,0.6219,0.5044,0,84,5,63.93
3,1,193,13,73.26,0.7684,0.7808,1,207,9,75.87
2,1,312,19,66.05,0.6722,0.8231,1,359,9,63.45
4,2,50,2,68.79,0.5928,0.5596,1,241,7,66.49
4,1,320,26,0.0,0.0,0.9281,1,12,0,80.59
4,1,298,12,0.0,0.0,0.5081,1,250,0,60.97
3,2,187,8,81.08,0.7893,0.4641,0,242,6,72.43
4,3,216,8,75.06,0.6435,0.3057,0,63,1,69.67
4,1,112,8,66.93,0.5697,0.5262,1,32,5,60.11
1,1,193,9,48.39,0.444,0.3758,0,245,6,41.58
2,3,236,11,68.16,0.6778,0.9882,1,174,10,73.47
4,1,67,4,79.94,0.8113,0.6029,1,49,3,79.68
2,1,135,7,56.99,0.5142,0.7638,1,170,6,58.71
3,3,283,21,63.17,0.5715,0.9875,1,327,2,65.35
2,1,167,9,46.04,0.466,0.7819,0,66,10,53.74
2,1,39,2,53.87,0.5189,0.9635,1,53,8,57.45
4,3,245,13,0.0,0.0,0.6849,1,35,0,71.29
4,1,175,12,50.51,0.4916,0.8406,1,340,2,55.25
2,1,43,2,53.22,0.4612,0.4246,0,327,3,43.09
4,1,137,6,54.97,0.4952,0.8529,1,157,4,57.56
1,1,343,18,64.38,0.6844,0.5851,1,358,4,59.25
4,1,31,2,65.39,0.5989,0.6736,0,14,6,66.44
3,2,151,8,0.0,0.0,0.7836,1,158,0,55.69
2,3,73,5,41.74,0.402,0.9949,1,141,5,48.08
4,1,205,12,66.99,0.7129,0.7979,1,67,5,62.17
3,3,100,4,54.22,0.5502,0.5738,0,135,3,43.29
4,2,130,5,69.07,0.6058,0.8134,1,288,3,65.26
4,3,203,8,88.97,0.8872,0.6381,1,107,6,84.74
3,3,87,4,61.5,0.5761,0.3046,0,360,7,51.87
2,2,173,8,45.57,0.4058,0.5323,1,160,10,44.16
3,3,88,6,71.89,0.761,0.3757,0,155,4,63.66
2,1,125,7,47.08,0.4344,0.8131,0,137,1,50.82
4,2,75,3,57.98,0.556,0.9022,1,81,4,59.25
2,2,179,11,68.82,0.6824,0.7729,1,202,4,70.27
1,1,294,16,17.36,0.1631,0.7333,1,220,5,21.1
4,1,240,18,65.82,0.6607,0.6213,1,272,2,64.04
3,1,226,16,77.44,0.8276,0.5272,1,38,10,71.86
3,3,173,8,80.01,0.853,0.6215,0,271,5,73.6
2,3,98,5,61.79,0.624,0.6455,0,13,7,60.13
4,3,25,2,68.36,0.6699,0.357,0,22,1,65.85
1,1,178,10,38.95,0.3843,0.8407,1,346,2,34.02
1,2,97,4,52.2,0.4751,0.8498,1,112,10,49.56
1,3,277,16,47.34,0.4151,0.7124,1,24,4,53.33
3,2,322,20,74.48,0.7542,0.7222,1,191,10,78.11
4,2,29,2,58.19,0.5253,0.7625,1,272,5,65.91
1,1,313,19,35.53,0.3267,0.6515,1,211,2,43.1
4,2,266,13,65.55,0.6843,0.5647,1,175,2,62.62
3,3,48,3,57.26,0.5199,0.7497,1,357,2,55.08
2,1,114,5,53.59,0.4641,0.5572,1,47,6,44.73
4,2,114,7,53.23,0.5027,0.7869,1,112,7,59.63
3,1,128,5,72.75,0.6534,0.8146,1,352,6,65.2
1,1,27,2,51.39,0.5098,0.6704,1,359,6,52.45
4,1,131,6,44.59,0.4794,0.9008,1,234,7,49.21
4,3,65,4,71.38,0.66,0.4268,0,317,8,64.05
3,2,224,10,66.59,0.6139,0.6207,1,275,1,60.99
3,2,81,4,52.98,0.5369,0.5318,0,112,4,45.85
2,1,305,13,71.64,0.7662,0.3401,0,298,5,55.72
1,2,331,15,74.79,0.8016,0.5647,1,31,1,73.83
2,3,204,11,66.85,0.6063,0.5132,1,110,4,54.7
4,3,271,21,70.57,0.7225,0.7134,1,80,6,75.48
3,2,124,7,0.0,0.0,0.3506,0,15,0,59.44
1,1,152,6,67.77,0.6239,0.8012,1,135,1,66.23
3,1,87,4,48.94,0.4466,0.7475,1,192,1,55.49
4,3,179,7,61.53,0.604,0.8489,1,267,8,67.83
1,1,343,18,42.89,0.3864,0.8368,0,128,1,40.05
1,2,97,7,60.59,0.5837,0.5744,0,27,3,54.63
3,2,68,5,56.74,0.5367,0.5104,0,237,9,57.4
2,3,245,12,57.67,0.5404,0.6348,0,182,10,58.85
3,3,343,19,68.56,0.7169,0.8762,1,65,6,62.98
3,3,262,14,60.65,0.6611,0.9963,1,131,9,63.15
2,1,165,12,55.65,0.5803,0.7855,1,29,3,53.46
3,3,336,27,57.72,0.5288,0.5545,0,235,4,57.52
1,2,309,20,0.0,0.0,0.5398,1,322,0,58.9
3,1,166,10,55.37,0.4883,0.5735,1,326,7,51.56
1,1,284,12,35.87,0.3253,0.996,1,141,9,44.84
1,3,301,14,55.76,0.5066,0.5788,0,67,9,51.13
3,3,215,9,60.38,0.6455,0.4796,0,194,10,57.65
3,2,175,8,68.59,0.6462,0.575,1,312,2,70.72
3,3,285,12,73.38,0.7306,0.575,1,342,5,65.64
1,1,314,16,73.56,0.7412,0.7695,1,72,9,78.15
1,3,266,12,37.49,0.397,0.622,1,134,8,36.83
3,1,84,3,48.86,0.5048,0.6809,1,190,7,43.09
3,3,272,13,66.57,0.7037,0.9629,1,135,7,67.64
4,3,158,7,67.23,0.6242,0.5316,0,85,5,56.57
2,1,257,21,37.33,0.3837,0.5505,1,27,1,43.85
4,1,92,4,42.87,0.4628,0.6772,1,215,8,46.04
3,1,197,8,48.29,0.5305,0.7063,0,191,5,44.56
4,2,248,15,55.93,0.5733,0.8619,1,311,7,69.78
1,1,28,2,29.74,0.2766,0.6974,0,153,5,28.14
1,1,313,16,46.47,0.4624,0.7133,1,175,8,39.6
2,1,132,7,55.6,0.4864,0.5593,1,150,4,52.81
4,2,157,6,73.73,0.7971,0.5705,1,115,1,62.99
2,1,331,13,44.11,0.4288,0.6848,1,154,8,42.11
4,3,257,16,69.37,0.7138,0.56,1,231,1,65.65
2,2,84,3,56.05,0.4868,0.4844,0,242,1,44.82
1,3,44,2,33.57,0.312,0.8306,1,330,8,43.98
1,1,95,4,46.58,0.4136,0.8668,1,154,3,46.13
2,1,289,12,46.64,0.3969,0.6068,0,116,3,41.42
3,3,219,10,60.98,0.6185,0.4651,0,128,3,51.7
3,3,225,11,52.91,0.5133,0.3618,0,157,8,39.78
2,3,242,17,70.13,0.6571,0.564,1,257,7,65.04
4,3,173,11,69.44,0.7447,0.5304,1,175,3,66.05
4,2,242,14,0.0,0.0,0.8641,1,183,0,79.1
4,2,138,7,59.86,0.5254,0.8054,1,76,2,63.33
1,3,195,8,63.1,0.5464,0.4158,0,284,8,54.12
4,3,142,9,79.79,0.7212,0.97,1,28,2,82.32
1,3,273,21,63.72,0.5897,0.7248,0,136,4,70.07
4,3,230,16,75.82,0.7401,0.8663,1,20,4,78.84
1,3,102,7,53.14,0.557,0.6331,0,169,9,55.63
1,2,165,9,38.25,0.3702,0.5465,1,218,1,40.37
3,2,284,18,0.0,0.0,0.8638,1,200,0,71.89
1,2,228,10,68.18,0.6426,0.8214,1,180,7,65.76
1,1,312,21,55.22,0.525,0.7617,1,300,7,58.23
2,1,184,8,48.01,0.4125,0.7994,1,12,2,48.72
4,3,280,17,77.4,0.7514,0.8698,1,51,10,84.74
1,2,31,2,42.11,0.3754,0.986,1,29,1,53.67
4,1,305,17,0.0,0.0,0.7177,1,160,0,58.34
3,3,190,9,47.23,0.4357,0.9014,1,200,5,50.38
3,2,94,6,48.54,0.4138,0.5752,1,44,7,45.91
2,1,73,3,56.76,0.5668,0.65,0,125,5,52.01
3,3,170,7,72.76,0.7248,0.8123,1,216,6,76.78
2,1,328,23,45.33,0.3969,0.7937,1,206,3,52.33
3,3,166,6,61.92,0.6298,0.584,1,128,9,60.99
2,1,109,5,0.0,0.0,0.948,1,36,0,57.78
4,3,266,16,82.14,0.7789,0.8531,1,191,8,83.1
3,3,334,14,67.46,0.7328,0.8557,1,233,2,63.89
3,3,86,4,61.58,0.6567,0.8854,1,187,6,62.86
4,1,122,7,47.23,0.5116,0.5979,1,194,2,48.09
3,2,73,3,64.05,0.5881,0.8208,1,213,4,64.59
1,3,54,2,0.0,0.0,0.9638,1,321,0,49.43
4,2,304,13,0.0,0.0,0.8065,1,88,0,80.59
2,1,86,6,71.5,0.7348,0.9289,1,152,10,78.22
1,2,187,7,54.78,0.5949,0.9703,1,216,2,52.33
4,3,281,20,69.12,0.602,0.6378,1,111,4,69.34
1,2,165,8,36.21,0.3708,0.7315,1,69,1,40.78
1,1,327,16,0.0,0.0,0.8944,1,121,0,44.56
3,2,151,9,80.69,0.8154,0.5955,1,77,10,75.81
3,1,167,12,59.48,0.5461,0.8386,0,142,5,70.1
4,2,211,12,78.21,0.767,0.8435,1,97,10,86.29
4,1,300,15,62.9,0.6599,0.6848,0,267,6,67.87
3,1,136,7,0.0,0.0,0.7585,1,333,0,54.67
2,2,215,11,69.26,0.6906,0.6857,0,332,10,59.84
2,2,268,16,74.64,0.7012,0.6007,0,21,10,68.56
4,3,247,11,64.69,0.6848,0.6866,1,182,7,58.35
1,1,284,21,48.07,0.4567,0.5817,0,163,6,37.39
2,3,195,8,0.0,0.0,0.6546,1,82,0,52.78
3,2,100,6,60.97,0.5641,0.4299,0,114,2,47.79
2,3,309,13,66.93,0.5856,0.697,1,118,5,63.35
4,3,149,6,70.19,0.6646,0.9676,1,214,1,72.52
4,3,226,11,48.59,0.4842,0.6347,0,130,5,48.65
3,2,337,17,64.5,0.6957,0.569,1,106,6,60.16
1,2,221,10,55.03,0.5607,0.6305,1,225,6,53.38
2,1,79,4,45.3,0.4243,0.8279,1,217,1,45.63
3,1,319,17,53.22,0.5801,0.8857,1,165,10,60.09
4,2,255,13,67.34,0.6923,0.9859,1,67,7,75.26
4,3,65,4,59.69,0.5459,0.8073,1,242,5,57.62
4,1,275,15,0.0,0.0,0.8432,1,139,0,65.74
4,2,37,2,56.82,0.5246,0.7234,1,162,2,57.25
3,3,43,2,58.49,0.511,0.8165,1,230,6,60.89
3,2,149,6,76.29,0.757,0.4796,0,29,8,73.85
1,2,287,11,69.89,0.6468,0.592,1,141,1,70.88
1,2,317,20,66.8,0.6706,0.8969,1,365,4,73.87
4,1,248,15,57.1,0.5717,0.8391,1,149,2,66.17
1,2,91,5,63.43,0.6341,0.6591,1,123,7,59.38
2,1,338,21,68.99,0.6959,0.6945,1,295,9,64.39
1,2,252,18,48.52,0.4379,0.8365,1,140,7,47.48
1,3,274,14,68.29,0.6709,0.8754,1,241,5,70.77
4,1,344,20,75.83,0.7233,0.8757,1,155,6,73.29
2,2,300,21,54.56,0.5178,0.3608,0,158,9,46.64
2,1,230,12,39.59,0.4109,0.7996,1,173,5,48.04
3,3,299,15,58.95,0.5694,0.7247,1,100,3,53.52
4,2,262,12,83.75,0.9018,0.8266,1,224,10,80.47
2,1,337,16,51.72,0.5618,0.625,1,301,1,48.69
4,3,332,14,80.43,0.7619,0.5965,1,92,10,69.46
2,1,266,10,53.2,0.5711,0.5536,0,135,3,49.33
4,1,281,13,57.75,0.6118,0.9544,1,135,9,58.32
1,3,41,2,69.55,0.741,0.5294,0,143,6,49.94
1,3,298,13,47.48,0.4606,0.6465,1,213,7,50.42
1,2,229,10,31.0,0.3245,0.7659,0,306,8,28.01
1,3,198,14,61.94,0.6497,0.3534,0,338,3,52.49
4,1,158,9,54.87,0.5017,0.5179,1,81,7,55.63
2,3,214,11,59.81,0.5542,0.7838,1,166,4,55.46
3,1,90,6,63.84,0.579,0.7916,1,85,4,63.82
1,2,289,16,46.03,0.4948,0.8219,1,310,9,48.3
3,2,273,13,53.45,0.5051,0.5324,1,125,8,51.72
3,1,86,4,65.08,0.6343,0.8193,1,16,5,67.12
2,3,128,7,0.0,0.0,0.5494,1,178,0,36.29
1,1,253,13,44.9,0.4021,0.9288,1,126,3,54.75
4,1,307,19,76.27,0.7881,0.9531,1,77,3,79.92
2,1,324,14,44.47,0.4649,0.817,1,110,7,48.39
4,1,76,3,59.38,0.5936,0.5048,1,230,3,53.21
4,3,124,6,65.16,0.554,0.8007,1,262,10,65.43
2,2,178,11,44.2,0.4032,0.7806,1,168,8,45.55
2,2,28,2,49.75,0.431,0.6523,1,236,8,52.85
3,3,124,5,52.39,0.4733,0.66,1,281,3,47.96
2,3,104,6,61.47,0.6534,0.5786,1,274,3,52.86
4,3,162,10,62.9,0.6088,0.6518,1,84,4,61.89
3,2,182,10,77.74,0.8434,0.5248,0,340,6,72.33
2,2,128,8,55.22,0.51,0.6609,1,205,4,53.8
2,1,341,18,64.86,0.6041,0.8606,1,250,4,67.96
1,3,274,17,38.98,0.3884,0.3309,0,185,9,26.79
3,1,266,19,64.06,0.6108,0.3827,0,163,1,65.61
2,3,318,16,66.1,0.6049,0.6457,1,21,10,66.41
3,2,253,11,78.38,0.7565,0.8388,1,142,3,81.75
3,3,86,4,65.89,0.6254,0.524,1,280,6,71.36
3,1,314,17,0.0,0.0,0.9365,1,177,0,74.81
3,3,59,2,62.88,0.5522,0.5824,0,54,9,55.36
4,3,62,2,66.61,0.7024,0.9447,1,87,6,68.08
3,2,295,13,66.24,0.6117,0.695,1,14,6,59.54
2,2,139,7,51.04,0.5018,0.6002,1,304,5,54.15
2,1,100,6,46.8,0.5083,0.37,0,188,2,39.59
1,2,131,8,58.7,0.5612,0.9682,1,121,2,68.53
4,1,217,17,59.35,0.5637,0.5093,0,73,3,61.46
1,1,289,21,30.54,0.2688,0.8024,1,172,3,33.09
1,3,209,11,59.99,0.511,0.7002,1,61,8,59.73
3,2,247,10,76.88,0.7113,0.5422,1,339,10,75.62
1,2,190,15,29.79,0.2919,0.5584,0,29,3,28.62
1,3,175,10,49.51,0.5227,0.5873,1,275,6,57.41
2,2,81,3,0.0,0.0,0.653,1,330,0,44.24
3,1,38,2,81.43,0.8782,0.5074,0,316,7,72.76
2,1,139,10,60.91,0.5349,0.9917,1,284,1,61.58
1,2,268,14,62.85,0.5917,0.8582,1,254,4,66.92
4,3,89,5,70.89,0.7453,0.6626,0,58,2,70.27
1,1,140,9,33.9,0.3274,0.7585,1,146,10,42.56
2,2,321,14,0.0,0.0,0.8999,1,333,0,48.24
1,1,349,28,46.71,0.4159,0.786,1,257,3,53.59
4,2,134,7,63.98,0.5885,0.9619,1,182,4,69.2
2,2,306,17,53.99,0.5491,0.7595,1,42,1,51.55
1,3,89,6,42.06,0.4325,0.4912,0,241,7,36.04
4,3,283,19,74.78,0.672,0.6109,1,18,8,75.87
2,3,296,15,70.69,0.7683,0.6872,1,61,8,72.26
2,3,102,5,43.96,0.4203,0.3269,0,215,9,34.13
4,2,264,16,88.63,0.8765,0.9615,1,323,4,92.98
1,1,271,11,42.44,0.4023,0.5305,0,312,3,38.91
1,1,166,12,70.05,0.7608,0.5439,0,354,6,69.42
3,2,184,9,69.36,0.6933,0.541,0,73,10,58.59
2,1,199,8,0.0,0.0,0.9456,1,67,0,47.25
2,3,274,12,48.63,0.5023,0.9325,1,133,3,52.07
4,3,78,3,78.14,0.8287,0.9524,1,337,4,77.59
3,2,67,5,64.84,0.6469,0.552,1,259,7,68.7
4,3,220,17,54.36,0.5423,0.977,1,304,1,71.38
2,2,322,15,65.66,0.6802,0.8941,1,245,9,71.81
1,2,246,11,0.0,0.0,0.3994,0,332,0,42.27
3,1,39,2,62.7,0.5892,0.6762,1,137,4,58.14
3,2,350,22,81.66,0.8058,0.7007,1,188,2,87.51
2,2,340,17,57.84,0.5374,0.9571,1,56,3,61.34
4,3,120,5,66.49,0.6234,0.9479,1,91,3,74.84
2,2,183,7,62.52,0.619,0.7691,1,213,10,60.08
1,1,331,13,38.86,0.3999,0.6984,1,207,10,39.32
1,3,175,8,51.31,0.4776,0.7544,0,135,1,48.59
3,1,278,18,56.4,0.5708,0.3068,0,134,3,50.68
1,3,309,16,41.02,0.3684,0.5852,0,214,9,31.23
4,3,158,7,62.47,0.5888,0.9685,1,173,5,62.87
3,1,151,6,63.66,0.5616,0.8921,1,269,9,64.34
1,3,141,6,48.26,0.4372,0.9183,1,245,10,45.57
4,2,112,9,66.8,0.6611,0.4912,0,85,7,67.97
3,3,154,6,0.0,0.0,0.7454,1,78,0,70.56
4,2,300,14,66.42,0.71,0.5721,1,286,4,67.95
3,1,208,10,62.43,0.6264,0.8652,1,109,1,64.52
2,1,40,2,63.42,0.554,0.8505,1,360,7,62.85
4,2,200,13,67.85,0.637,0.9395,1,265,4,74.62
2,1,204,8,59.8,0.5224,0.9397,1,41,10,61.33
1,3,295,24,49.59,0.4692,0.7978,0,298,5,52.04
2,1,350,17,40.27,0.3521,0.5773,1,201,2,40.59
2,2,115,6,40.75,0.3494,0.5957,0,71,7,41.79
3,1,203,9,42.54,0.4145,0.9987,1,182,9,50.65
4,3,254,10,63.7,0.6298,0.6828,1,132,10,65.34
4,1,208,16,67.03,0.6884,0.5494,1,276,7,58.29
1,3,313,16,29.49,0.2891,0.8216,1,154,8,33.57
2,2,345,19,61.3,0.5963,0.7421,1,209,6,66.71
3,2,53,2,0.0,0.0,0.3491,0,310,0,67.97
2,3,39,3,58.27,0.5514,0.7689,1,360,4,66.33
2,3,214,10,0.0,0.0,0.5493,1,105,0,46.5
1,3,129,6,40.76,0.4405,0.6792,0,158,9,37.12
1,1,194,7,22.73,0.2401,0.9189,1,32,6,30.42
3,2,317,14,70.07,0.7101,0.7046,1,15,10,77.31
4,2,122,5,66.79,0.61,0.6809,0,31,7,57.8
2,1,83,6,46.78,0.4172,0.9777,1,365,7,54.16
4,2,316,20,63.33,0.6009,0.6011,1,54,1,58.6
2,3,43,2,55.26,0.5234,0.6815,0,44,1,51.66
2,2,98,5,0.0,0.0,0.7518,1,106,0,45.88
2,3,103,6,58.75,0.6348,0.6003,1,339,4,57.8
3,3,57,3,72.36,0.6945,0.5347,1,135,10,72.11
3,3,187,14,77.94,0.6752,0.5087,1,96,10,73.82
1,1,78,3,0.0,0.0,0.7814,1,208,0,34.82
2,3,43,2,62.44,0.6051,0.693,1,361,1,57.69
4,2,276,13,72.51,0.7941,0.7396,1,88,5,65.7
2,1,171,8,61.43,0.5616,0.707,0,231,2,55.75
3,1,302,13,69.69,0.6141,0.6041,1,217,6,62.03
4,2,223,12,71.24,0.7344,0.4193,0,107,5,67.78
2,3,262,13,44.96,0.4243,0.6964,1,250,6,50.57
3,3,236,18,69.2,0.7024,0.7159,1,236,3,81.34
1,3,113,7,62.01,0.6144,0.521,0,111,10,56.62
2,3,91,4,60.1,0.6028,0.938,1,356,7,72.77
1,1,52,3,46.56,0.4322,0.6015,1,87,1,47.33
1,2,344,14,52.07,0.4867,0.4668,0,297,9,39.55
2,1,341,19,55.65,0.5498,0.9917,1,363,8,62.17
1,3,100,4,45.42,0.4293,0.5852,1,20,1,38.1
3,2,35,2,58.81,0.5832,0.9939,1,199,10,67.28
3,3,226,9,77.74,0.7907,0.6603,1,52,1,69.85
3,3,343,14,76.16,0.8362,0.6264,1,272,6,71.96
1,2,188,7,0.0,0.0,0.8503,1,144,0,59.4
1,2,259,12,51.12,0.5595,0.8673,1,19,5,52.86
3,2,223,17,73.3,0.6726,0.6834,1,272,10,77.39
4,3,200,14,60.75,0.5906,0.9567,1,353,5,64.34
1,3,83,6,65.22,0.6858,0.3409,0,201,2,65.48
2,1,63,5,0.0,0.0,0.6706,1,326,0,63.2
4,3,194,8,74.78,0.6616,0.9633,1,105,1,77.44
1,3,144,9,52.77,0.4996,0.5963,1,111,1,50.49
2,2,172,7,46.33,0.4153,0.3967,0,111,9,34.83
3,1,121,5,63.39,0.5687,0.8781,1,126,1,69.25
3,3,236,12,77.92,0.7295,0.3038,0,359,4,70.16
3,2,57,3,0.0,0.0,0.9089,1,50,0,67.06
4,1,188,9,74.61,0.7643,0.9796,1,301,5,79.05
4,2,270,16,84.1,0.9249,0.623,0,31,4,77.8
3,2,231,12,57.09,0.5498,0.7128,0,224,7,61.48
3,2,348,24,68.5,0.6956,0.6261,0,104,5,63.84
2,1,163,9,0.0,0.0,0.5792,1,291,0,59.77
3,1,280,15,70.58,0.6859,0.6767,1,64,2,69.37
4,3,173,12,83.05,0.7924,0.4694,0,91,8,72.7
3,3,338,24,69.11,0.6789,0.6867,1,362,2,70.57
4,1,34,2,60.08,0.6141,0.9513,1,334,6,73.96
4,2,194,9,58.89,0.6427,0.7861,1,127,2,58.78
2,2,313,17,0.0,0.0,0.9404,1,206,0,47.85
1,3,276,15,41.44,0.3722,0.856,1,196,4,43.67
1,2,192,11,57.41,0.5572,0.45,0,173,9,44.84
2,3,121,4,55.49,0.4801,0.7618,1,268,9,53.06
3,1,30,2,57.16,0.5064,0.6584,0,225,3,62.18
2,2,345,20,54.09,0.4743,0.638,1,320,2,53.15
4,2,33,2,74.2,0.7333,0.6576,1,202,5,68.35
3,2,116,7,0.0,0.0,0.662,1,301,0,65.4
2,2,57,2,62.34,0.6764,0.7151,0,192,2,59.87
3,1,277,16,0.0,0.0,0.8209,1,212,0,53.79
2,3,254,18,57.55,0.5219,0.6759,0,22,4,67.22
2,2,46,3,73.8,0.6527,0.6938,1,334,3,67.19
4,1,37,2,58.79,0.5806,0.6243,0,116,6,55.96
3,3,66,3,67.31,0.6389,0.304,0,331,5,60.29
3,2,106,4,53.51,0.4891,0.7939,0,211,9,54.18
1,2,333,13,50.94,0.4565,0.7425,0,115,10,49.6
2,3,134,5,53.08,0.4991,0.6444,0,300,4,54.86
2,3,37,2,50.99,0.4597,0.6943,1,177,3,42.3
4,2,276,15,64.73,0.5964,0.9287,1,137,9,71.22
1,1,342,27,0.0,0.0,0.9651,1,165,0,50.77
2,1,52,3,58.15,0.6217,0.5296,0,21,10,55.39
3,1,159,8,63.2,0.5562,0.9762,1,25,3,74.31
2,1,82,6,25.77,0.2638,0.5113,1,298,3,31.22
4,1,58,3,61.65,0.5286,0.9152,1,221,6,66.88
1,3,57,2,51.59,0.4646,0.8356,1,106,4,46.46
2,3,47,2,57.53,0.5694,0.896,1,34,6,58.51
3,2,266,13,65.9,0.651,0.7044,0,187,5,61.74
4,1,202,9,56.59,0.5962,0.7473,1,287,2,49.49
1,3,154,6,73.49,0.7075,0.8402,1,31,5,68.0
3,3,99,5,80.85,0.8151,0.9255,1,303,8,91.92
2,3,227,17,82.75,0.8159,0.7877,1,140,6,74.92
2,3,196,10,67.98,0.7022,0.7742,1,212,5,58.81
2,3,204,9,56.52,0.5024,0.8767,1,10,1,61.87
1,2,181,11,54.1,0.5008,0.651,0,107,6,52.33
1,1,120,5,48.84,0.5313,0.6788,1,216,10,45.89
1,3,216,14,41.26,0.4146,0.8176,1,313,6,50.18
1,2,188,11,50.23,0.4752,0.549,1,362,4,42.5
3,3,44,2,65.1,0.6306,0.5415,1,333,1,63.86
3,1,334,13,0.0,0.0,0.7763,1,241,0,55.42
1,3,90,4,65.12,0.6258,0.7316,1,299,10,55.07
4,3,324,23,69.41,0.6752,0.6467,1,93,8,75.53
4,1,104,4,69.23,0.5894,0.9034,1,100,1,73.47
4,1,323,14,66.71,0.6861,0.974,1,69,3,70.0
1,2,279,16,59.57,0.6097,0.5532,1,252,6,54.73
1,2,59,4,37.55,0.4016,0.7373,1,269,4,45.45
2,1,37,2,42.12,0.4276,0.7787,1,254,9,45.03
1,3,311,24,61.14,0.5422,0.6858,0,15,3,56.73
1,1,293,14,50.13,0.5278,0.6218,1,255,9,48.71
2,1,134,10,40.48,0.4,0.9293,1,46,6,50.72
2,1,269,14,51.53,0.535,0.6809,1,125,1,50.89
3,2,189,8,0.0,0.0,0.6996,0,201,0,71.11
4,2,90,4,52.43,0.5621,0.8777,1,90,8,57.03
4,1,246,12,75.65,0.8117,0.6528,0,199,6,71.84
3,2,199,12,69.77,0.6986,0.9277,1,250,8,68.38
2,2,197,14,61.41,0.6166,0.646,0,148,7,57.58
3,3,190,7,59.38,0.5331,0.5959,1,181,9,50.97
3,3,242,11,67.25,0.595,0.6475,1,361,3,56.93
3,3,261,13,58.7,0.5162,0.6457,1,136,2,58.79
3,1,279,16,70.31,0.6976,0.5732,1,320,6,70.16
1,2,306,12,0.0,0.0,0.7466,0,140,0,56.65
4,2,166,8,75.83,0.6823,0.5352,0,260,6,67.78
4,2,86,6,59.6,0.5147,0.6387,1,290,1,67.96
3,1,241,16,52.9,0.5246,0.4857,0,329,10,53.28
2,1,137,6,43.42,0.4074,0.3126,0,309,9,24.38
3,1,221,15,81.81,0.6989,0.6142,0,324,9,78.09
4,1,73,4,65.24,0.5816,0.4212,0,64,6,61.0
1,1,332,14,34.81,0.3145,0.3451,0,237,7,20.93
4,3,219,17,78.25,0.7506,0.6711,1,20,4,84.32
4,3,335,22,55.39,0.5682,0.8495,1,203,2,64.42
2,2,205,11,62.17,0.5875,0.9803,1,361,3,61.34
2,3,36,2,49.4,0.4643,0.54,0,238,5,48.29
3,2,142,9,60.03,0.6383,0.7996,1,110,4,64.58
1,2,71,3,44.32,0.3869,0.525,1,50,2,32.82
2,2,97,4,57.05,0.5433,0.3367,0,57,4,43.06
1,3,115,7,34.1,0.3702,0.6181,1,110,7,35.14
1,2,116,6,42.87,0.3836,0.5934,1,14,7,40.24
3,1,35,2,0.0,0.0,0.5835,1,250,0,54.75
2,1,213,10,58.51,0.565,0.8551,1,137,4,59.56
1,1,218,15,48.86,0.4981,0.7707,1,216,4,57.65
4,3,335,17,76.68,0.7958,0.7038,1,267,6,77.92
1,1,62,3,41.98,0.4518,0.6498,1,22,5,37.12
3,2,247,11,66.33,0.6384,0.8794,1,81,2,65.78
2,1,33,2,44.35,0.456,0.6023,1,76,7,46.37
4,1,76,4,0.0,0.0,0.9547,1,344,0,71.82
4,1,287,14,0.0,0.0,0.9343,1,255,0,61.27
1,2,284,20,49.2,0.4361,0.6348,1,22,1,42.78
3,1,254,14,52.54,0.484,0.5843,0,73,9,52.53
4,2,305,14,64.54,0.6302,0.5767,1,203,9,56.78
3,1,97,4,75.75,0.7185,0.4666,0,78,3,67.13
2,2,102,5,44.76,0.409,0.5003,1,43,9,40.74
4,1,137,7,71.9,0.6255,0.9497,1,325,2,72.1
3,2,310,16,70.18,0.7073,0.5778,1,359,5,70.11
3,3,150,10,0.0,0.0,0.6361,1,270,0,54.83
4,1,327,20,85.58,0.7753,0.9404,1,137,4,91.27
4,1,283,16,71.49,0.6826,0.5406,1,93,6,63.6
1,2,54,3,34.84,0.2988,0.5591,1,130,6,33.64
4,2,134,7,74.3,0.6848,0.5824,1,91,3,68.3
1,1,67,5,0.0,0.0,0.5357,0,57,0,39.95
2,1,26,2,0.0,0.0,0.841,0,197,0,45.22
3,3,317,24,53.56,0.4605,0.9941,1,324,2,59.01
1,1,276,20,40.33,0.3722,0.5358,1,323,9,44.02
3,1,288,21,63.68,0.6039,0.5814,1,252,9,66.42
4,2,230,13,74.6,0.7822,0.8331,1,117,3,77.86
2,1,65,5,67.11,0.5916,0.6412,1,180,1,74.2
3,3,234,17,73.37,0.7462,0.8647,1,164,10,78.74
4,3,42,2,70.77,0.6071,0.6261,1,105,6,68.74
4,2,190,10,61.83,0.6408,0.8292,1,300,5,67.43
2,2,237,17,57.69,0.525,0.9785,1,113,5,68.48
2,2,209,9,57.43,0.5417,0.5655,0,266,9,51.9
3,3,225,9,66.3,0.6356,0.9001,1,242,9,67.18
3,3,170,10,76.16,0.7596,0.5314,1,223,6,80.28
2,2,327,21,44.57,0.3832,0.7974,0,140,4,51.99
